sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock,errors
56R15214,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 30""x1500' Celestial Gold","Cel-O 30""x1500' Celestial Gold",,0,1,"Taxable Goods","Catalog, Search",151.56,,,,"cel-o-30""x1500'-celestial-gold-56R15214",,,,/56R15214_base.jpg,"Cel-O 30""x1500' Celestial Gold base image",/56R15214_base.jpg,"Cel-O 30""x1500' Celestial Gold small image",/56R15214_base.jpg,"Cel-O 30""x1500' Celestial Gold thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R1557,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 30""x100' Baby Toys","Cel-O 30""x100' Baby Toys",,0,1,"Taxable Goods","Catalog, Search",10.63,,,,"cel-o-30""x100'-baby-toys-56R1557",,,,/56R1557_base.jpg,"Cel-O 30""x100' Baby Toys base image",/56R1557_base.jpg,"Cel-O 30""x100' Baby Toys small image",/56R1557_base.jpg,"Cel-O 30""x100' Baby Toys thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R1698,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 30""x100' Scrapbook Baby","Cel-O 30""x100' Scrapbook Baby",,0,1,"Taxable Goods","Catalog, Search",10.63,,,,"cel-o-30""x100'-scrapbook-baby-56R1698",,,,/56R1698_base.jpg,"Cel-O 30""x100' Scrapbook Baby base image",/56R1698_base.jpg,"Cel-O 30""x100' Scrapbook Baby small image",/56R1698_base.jpg,"Cel-O 30""x100' Scrapbook Baby thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R1700,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 30""x100' Hide N Seek","Cel-O 30""x100' Hide N Seek",,0,1,"Taxable Goods","Catalog, Search",10.63,,,,"cel-o-30""x100'-hide-n-seek-56R1700",,,,/56R1700_base.jpg,"Cel-O 30""x100' Hide N Seek base image",/56R1700_base.jpg,"Cel-O 30""x100' Hide N Seek small image",/56R1700_base.jpg,"Cel-O 30""x100' Hide N Seek thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R1803,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 30""x100' Floral Graffiti","Cel-O 30""x100' Floral Graffiti",,0,1,"Taxable Goods","Catalog, Search",10.63,,,,"cel-o-30""x100'-floral-graffiti-56R1803",,,,/56R1803_base.jpg,"Cel-O 30""x100' Floral Graffiti base image",/56R1803_base.jpg,"Cel-O 30""x100' Floral Graffiti small image",/56R1803_base.jpg,"Cel-O 30""x100' Floral Graffiti thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R4006,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 40""x100' Snowflakes","Cel-O 40""x100' Snowflakes",,0,1,"Taxable Goods","Catalog, Search",13.24,,,,"cel-o-40""x100'-snowflakes-56R4006",,,,/56R4006_base.jpg,"Cel-O 40""x100' Snowflakes base image",/56R4006_base.jpg,"Cel-O 40""x100' Snowflakes small image",/56R4006_base.jpg,"Cel-O 40""x100' Snowflakes thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R4007,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 40""x100' Harvest Leaves","Cel-O 40""x100' Harvest Leaves",,0,1,"Taxable Goods","Catalog, Search",13.24,,,,"cel-o-40""x100'-harvest-leaves-56R4007",,,,/56R4007_base.jpg,"Cel-O 40""x100' Harvest Leaves base image",/56R4007_base.jpg,"Cel-O 40""x100' Harvest Leaves small image",/56R4007_base.jpg,"Cel-O 40""x100' Harvest Leaves thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R4114,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 40""x100' Heart Strings","Cel-O 40""x100' Heart Strings",,0,1,"Taxable Goods","Catalog, Search",13.24,,,,"cel-o-40""x100'-heart-strings-56R4114",,,,/56R4114_base.jpg,"Cel-O 40""x100' Heart Strings base image",/56R4114_base.jpg,"Cel-O 40""x100' Heart Strings small image",/56R4114_base.jpg,"Cel-O 40""x100' Heart Strings thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R4117,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 40""x100' Lots of Love","Cel-O 40""x100' Lots of Love",,0,1,"Taxable Goods","Catalog, Search",13.24,,,,"cel-o-40""x100'-lots-of-love-56R4117",,,,/56R4117_base.jpg,"Cel-O 40""x100' Lots of Love base image",/56R4117_base.jpg,"Cel-O 40""x100' Lots of Love small image",/56R4117_base.jpg,"Cel-O 40""x100' Lots of Love thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
56R4138,,Default,simple,"Default Category/Shopping Bags/Place Holder","Cel-O 40""x100' Flower Pots","Cel-O 40""x100' Flower Pots",,0,1,"Taxable Goods","Catalog, Search",13.24,,,,"cel-o-40""x100'-flower-pots-56R4138",,,,/56R4138_base.jpg,"Cel-O 40""x100' Flower Pots base image",/56R4138_base.jpg,"Cel-O 40""x100' Flower Pots small image",/56R4138_base.jpg,"Cel-O 40""x100' Flower Pots thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
